,,,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
RS,Serbia,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020214,0.072052,0.038751,0.013292,0.011414,0.008182,0.007194,0.00521,0.005962,0.009362,0.01042,0.057894,0.065674,0.032651,0.050349,0.034487,0.012591,0.01488,0.01392,0.01487,0.01116,0.020412,0.041243,0.063017,0.074412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013042,0.015463,0.017745,0.019761,0.020612
RS,Serbia,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492661,0.780109,0.222582,0.231651,0.181917,-0.138046,-0.056983,0.092916,0.083181,-0.122418,0.112567,0.551212,0.529735,0.00095000000000006,-0.072457,-0.132711,-0.581788,-0.378626,-0.067365,-0.0096049999999992,0.256203,0.228915,0.302843,0.495408,0.791617,0.67654,0.122149,-0.578219,0.018192,0.146382,0.083286,0.234182,0.216742,0.243552,0.209538,0.093912999999999,0.259095,0.47495,0.054153,-0.119883,0.074316000000001,0.051528,0.023241,-0.00033100000000055,-0.24267,-0.223107,-0.181672,0.206848,0.2964,-0.298828,-0.462936,-0.285851,-0.018236000000001,-0.013359,0.102272,0.078938,0.107901,0.095239,0.326738,0.449182,0.572472,0.686511,0.525445,0.314115,0.164204,0.279199,0.214979,0.236498,0.207792,0.084409,0.043169,0.066601,0.0043710000000002,-0.034696,-0.240707,-0.418518,-0.267607,-0.049828,-0.178466,-0.14827,-0.239237,-0.037383,-0.064831,-0.254708,-0.1885,-0.25773,-0.339129,-0.317765,-0.098936,0.078305,0.118392,0.416379,0.417071,0.182273,-0.189424,0.165519,0.379773,0.119034,0.030215,0.032667,0.070331,0.274803,0.203062,0.014854,0.063864,0.103086,0.453148,0.211401,0.318504
NZ,"New Zealand",total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5121077,3.2799028,3.5253694,3.4549272,3.6941876,3.7915843,3.932706,4.0351277,3.7625868,3.6645862,3.4280532,3.5093517,3.5833696,3.4105668,3.4564274,2.9609782,3.6976165,3.7645968,4.0340452,3.9185223,3.7480705,3.6889419,3.4138025,3.5053743,3.4368142,3.2500284,3.5930788,3.4883279,3.8206827,3.7722309,4.063478,3.8899334,3.6488968,3.5396013,3.3835584,3.3838927,3.5523114,3.1991787,3.5478562,3.4258496,3.7267446,3.7626022,4.0331799,4.0065278,3.7361326,3.7002526,3.3773347,3.4084888,3.5160057,3.1899731,3.4887217,3.3999282,3.7728056,3.8761657,3.9902577,4.1631794,3.598142,3.6415426,3.3877743,3.4638511,3.5866815,3.4803334,3.6300947,3.5310561,4.0120706,3.7618519,4.1221714,4.0484649,3.5812041,3.5866145,3.4535735,3.4664314,3.3676951,3.20713,3.4200294,3.324652,3.6736138,3.7720756,,,,,,
NZ,"New Zealand",lowcarbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8985764,2.6571383,2.7355061,2.8483048,3.0953515,3.1820621,3.2810731,3.306511,2.9117943,2.9605428,3.0085945,3.1199655,2.9657515,2.7902228,2.8519161,2.5964611,3.0622344,2.7763991,3.0952621,3.0446078,2.8951742,2.9697561,2.9221792,3.0611458,2.8357343,2.5312007,2.7502771,2.629312,2.8040454,2.7551519,3.2115404,3.2875555,3.262114,3.2355696,3.1033318,3.1260695,3.0035118,2.6567069,2.8501841,2.6496587,2.9351577,3.1805536,3.4657376,3.6410662,3.4622994,3.4632096,3.2610504,3.2961414,3.1450862,2.724802,2.9684658,3.0154954,3.4362741,3.5168839,3.3988046,3.4719502,3.0666852,3.3782728,3.1346698,3.0655111,3.1281014,3.0086279,2.9362899,2.9826328,3.2379429,2.9653532,3.1888254,3.0688451,3.2181804,3.221616,3.3247646,3.3656396,3.019853,2.5460589,2.6335994,2.649333,3.0312167,3.2257858,,,,,,
NZ,"New Zealand",fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6097443,0.6189776,0.7860764,0.6028355,0.5950492,0.6057352,0.647846,0.7248297,0.8470056,0.7002565,0.4156717,0.3855993,0.6143197,0.6170455,0.6012128,0.3612187,0.6320838,0.9848994,0.9354847,0.8706161,0.8495979,0.7158874,0.488325,0.44093,0.5974866,0.7152343,0.8392084,0.8554225,1.0130439,1.0134857,0.8483442,0.5987845,0.3831895,0.3004383,0.2766332,0.2542298,0.5454901,0.5391622,0.6943625,0.7728813,0.7882774,0.5787391,0.5641327,0.3621519,0.2705237,0.2337334,0.1129747,0.1090378,0.3681979,0.4624496,0.5175344,0.3817112,0.3338099,0.3565604,0.5887315,0.6885075,0.5287352,0.2605482,0.2503829,0.3956185,0.4558586,0.468984,0.6910832,0.5457018,0.7714062,0.7937771,0.9306244,0.9768982,0.3603022,0.3622769,0.1260874,0.0980701,0.3451205,0.6583496,0.7837084,0.6725974,0.6396755,0.5435682,,,,,,
NZ,"New Zealand",renewables-including-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8985765,2.6571384,2.7355061,2.8483048,3.0953514,3.1820621,3.281073,3.306511,2.9117944,2.9605429,3.0085945,3.1199655,2.9657515,2.7902228,2.8519161,2.596461,3.0622343,2.776399,3.0952622,3.0446079,2.8951742,2.9697561,2.9221793,3.0611459,2.8357344,2.5312006,2.7502771,2.6293119,2.8040454,2.755152,3.2115403,3.2875555,3.2621141,3.2355696,3.1033319,3.1260695,3.0035118,2.656707,2.8501841,2.6496586,2.9351577,3.1805536,3.4657376,3.6410663,3.4622993,3.4632096,3.2610504,3.2961413,3.1450862,2.724802,2.9684658,3.0154954,3.4362742,3.5168839,3.3988046,3.4719501,3.0666852,3.3782729,3.1346697,3.065511,3.1281014,3.0086279,2.93629,2.9826327,3.2379429,2.9653532,3.1888256,3.068845,3.2181804,3.221616,3.3247646,3.3656396,3.019853,2.5460589,2.6335994,2.649333,3.0312167,3.2257858,,,,,,
NZ,"New Zealand",hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9891709,1.8502978,1.8925655,1.9696004,2.156388,2.3297809,2.3755506,2.3394237,1.9786002,2.0067349,2.1982706,2.2350434,2.0101983,1.9145626,1.9403648,1.6799876,2.1225555,1.8725326,2.1879302,2.12669,1.9123773,2.1004053,2.0889899,2.0673317,1.8271098,1.6984074,1.7989731,1.6562514,1.8086898,1.901215,2.2841938,2.2474448,2.2381085,2.2579985,2.1374322,2.1365618,1.9976053,1.7515234,1.8700593,1.6976671,1.9287129,2.1729341,2.3760719,2.5810391,2.4911953,2.3721813,2.3997372,2.3747172,2.1623503,1.8556353,1.9909193,2.1195583,2.5417173,2.6042195,2.3235625,2.4190031,1.9695684,2.222762,2.14645,1.953166,2.078483,1.9698187,1.7987473,1.9096577,2.133141,1.8454974,1.9606183,1.7069879,1.8876865,2.0595562,2.1513654,2.0715516,1.8895147,1.5649089,1.4851106,1.5518977,1.8096138,2.0489142,,,,,,
NZ,"New Zealand",renewables-except-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9094056,0.8068406,0.8429406,0.8787044,0.9389634,0.8522812,0.9055224,0.9670873,0.9331942,0.953808,0.8103239,0.8849221,0.9555532,0.8756602,0.9115513,0.9164734,0.9396788,0.9038664,0.907332,0.9179179,0.9827969,0.8693508,0.8331894,0.9938142,1.0086246,0.8327932,0.951304,0.9730605,0.9953556,0.853937,0.9273465,1.0401107,1.0240056,0.9775711,0.9658997,0.9895077,1.0059065,0.9051836,0.9801248,0.9519915,1.0064448,1.0076195,1.0896657,1.0600272,0.971104,1.0910283,0.8613132,0.9214241,0.9827359,0.8691667,0.9775465,0.8959371,0.8945569,0.9126644,1.0752421,1.052947,1.0971168,1.1555109,0.9882197,1.112345,1.0496184,1.0388092,1.1375427,1.072975,1.1048019,1.1198558,1.2282073,1.3618571,1.3304939,1.1620598,1.1733992,1.294088,1.1303383,0.98115,1.1484888,1.0974353,1.2216029,1.1768716,,,,,,
NZ,"New Zealand",wind-and-solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2151349,0.1747925,0.1421725,0.1557774,0.2032092,0.1629687,0.1816882,0.2292705,0.2153823,0.2346595,0.2296491,0.2141437,0.2225073,0.1851444,0.1771513,0.1922115,0.1646747,0.1934174,0.185335,0.1867144,0.262699,0.2109135,0.2154178,0.2458551,0.23717,0.1595664,0.1725281,0.2259723,0.2418266,0.2077495,0.2056679,0.2618924,0.2936008,0.2478134,0.2800718,0.2887725,0.2536222,0.2359349,0.2347852,0.2191452,0.2437126,0.2664403,0.3025695,0.272115,0.2430362,0.3282664,0.2893062,0.2264004,0.2516534,0.2550294,0.2594148,0.2409659,0.218231,0.2443769,0.3356557,0.2588095,0.3904126,0.4078936,0.345431,0.3647842,0.3171744,0.3517347,0.3760788,0.2865411,0.2785046,0.295975,0.2874097,0.4232421,0.4481971,0.4044013,0.4018921,0.42649,0.2842602,0.2466505,0.3268719,0.3132882,0.3572619,0.342285,,,,,,
NZ,"New Zealand",geothermal-and-biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6942707,0.6320481,0.7007681,0.722927,0.7357542,0.6893125,0.7238342,0.7378168,0.7178119,0.7191485,0.5806748,0.6707784,0.7330459,0.6905158,0.7344,0.7242619,0.7750041,0.710449,0.721997,0.7312035,0.7200979,0.6584373,0.6177716,0.7479591,0.7714546,0.6732268,0.7787759,0.7470882,0.753529,0.6461875,0.7216786,0.7782183,0.7304048,0.7297577,0.6858279,0.7007352,0.7522843,0.6692487,0.7453396,0.7328463,0.7627322,0.7411792,0.7870962,0.7879122,0.7280678,0.7627619,0.572007,0.6950237,0.7310825,0.6141373,0.7181317,0.6549712,0.6763259,0.6682875,0.7395864,0.7941375,0.7067042,0.7476173,0.6427887,0.7475608,0.732444,0.6870745,0.7614639,0.7864339,0.8262973,0.8238808,0.9407976,0.938615,0.8822968,0.7576585,0.7715071,0.867598,0.8460781,0.7344995,0.8216169,0.7841471,0.864341,0.8345866,,,,,,
NZ,"New Zealand",wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1975189,0.1606947,0.1308632,0.1480314,0.1979326,0.1587966,0.177343,0.2223958,0.2059149,0.2220353,0.2133052,0.1972925,0.1995573,0.1672252,0.16313,0.1821359,0.1579737,0.1885667,0.1795894,0.1781811,0.2501373,0.1952135,0.1967959,0.2237074,0.2083309,0.1363899,0.1537346,0.2129665,0.2328496,0.201542,0.1977589,0.2505843,0.2777784,0.2272105,0.2547433,0.2624022,0.2123735,0.2085643,0.2087242,0.2011236,0.2315266,0.2576429,0.2932603,0.2574495,0.2224237,0.2982123,0.2558586,0.1896975,0.2059275,0.2175773,0.2244687,0.2188495,0.2039333,0.2318275,0.3214176,0.2372603,0.361769,0.3668915,0.3001813,0.3159076,0.2677895,0.3096525,0.342405,0.2652452,0.2627788,0.2848567,0.2738863,0.4036742,0.419408,0.3669171,0.3575993,0.3767811,0.2344533,0.2080924,0.2925678,0.2909181,0.3419014,0.3305416,,,,,,
NZ,"New Zealand",solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017616,0.0140978,0.0113093,0.007746,0.0052766,0.0041721,0.0043452,0.0068747,0.0094674,0.0126242,0.0163439,0.0168512,0.02295,0.0179192,0.0140213,0.0100756,0.006701,0.0048507,0.0057456,0.0085333,0.0125617,0.0157,0.0186219,0.0221477,0.0288391,0.0231765,0.0187935,0.0130058,0.008977,0.0062075,0.007909,0.0113081,0.0158224,0.0206029,0.0253285,0.0263703,0.0412487,0.0273706,0.026061,0.0180216,0.012186,0.0087974,0.0093092,0.0146655,0.0206125,0.0300541,0.0334476,0.0367029,0.0457259,0.0374521,0.0349461,0.0221164,0.0142977,0.0125494,0.0142381,0.0215492,0.0286436,0.0410021,0.0452497,0.0488766,0.0493849,0.0420822,0.0336738,0.0212959,0.0157258,0.0111183,0.0135234,0.0195679,0.0287891,0.0374842,0.0442928,0.0497089,0.0498069,0.0385581,0.0343041,0.0223701,0.0153605,0.0117434,,,,,,
NZ,"New Zealand",geothermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6348226,0.5686366,0.6298962,0.6505275,0.6668969,0.6538223,0.6634319,0.6681002,0.6545428,0.6573221,0.5384136,0.5993513,0.6629718,0.6204909,0.6818506,0.676214,0.7054257,0.643361,0.6717109,0.6638744,0.6521106,0.5886215,0.5937922,0.6731464,0.7014048,0.6187961,0.7030765,0.6773948,0.6784864,0.6020366,0.6574816,0.7054591,0.6582588,0.6740134,0.6534575,0.6384272,0.6813669,0.6078614,0.6767641,0.6726614,0.704124,0.7021259,0.7263257,0.7131418,0.6582762,0.6916064,0.5626206,0.6358436,0.6595067,0.5831849,0.6495511,0.5840169,0.6071591,0.6313293,0.6874758,0.7165499,0.6579754,0.6738205,0.6321854,0.6753658,0.6644519,0.6171569,0.6923071,0.7138756,0.7641003,0.7854943,0.859916,0.8663084,0.8142035,0.6834702,0.6990705,0.8068861,0.7991742,0.7344995,0.8216169,0.7841471,0.864341,0.8345866,,,,,,
NZ,"New Zealand",biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0594481,0.0634115,0.0708719,0.0723995,0.0688573,0.0354902,0.0604023,0.0697166,0.0632691,0.0618264,0.0422612,0.0714271,0.0700741,0.0700249,0.0525494,0.0480479,0.0695784,0.067088,0.0502861,0.0673291,0.0679873,0.0698158,0.0239794,0.0748127,0.0700498,0.0544307,0.0756994,0.0696934,0.0750426,0.0441509,0.064197,0.0727592,0.072146,0.0557443,0.0323704,0.062308,0.0709174,0.0613873,0.0685755,0.0601849,0.0586082,0.0390533,0.0607705,0.0747704,0.0697916,0.0711555,0.0093864,0.0591801,0.0715758,0.0309524,0.0685806,0.0709543,0.0691668,0.0369582,0.0521106,0.0775876,0.0487288,0.0737968,0.0106033,0.072195,0.0679921,0.0699176,0.0691568,0.0725583,0.062197,0.0383865,0.0808816,0.0723066,0.0680933,0.0741883,0.0724366,0.0607119,0.0469039,0,0,0,0,0,,,,,,
NZ,"New Zealand",coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1512234,0.2076304,0.3190075,0.1428293,0.2141402,0.0980986,0.1198477,0.1685695,0.2398286,0.2440947,0.1612103,0.0516317,0.2027871,0.1259231,0.1921561,0.0209794,0.0929828,0.2853811,0.2243066,0.2154814,0.294085,0.2243294,0.1465456,0.1358282,0.2355847,0.3369162,0.4837938,0.5500144,0.4892011,0.4212117,0.2494201,0.1634975,0.0521678,0.0073527,0.0093446,0.0217373,0.1488271,0.1553322,0.1445567,0.2316756,0.2280294,0.053985,0.0607657,0.0968155,0.0552964,0.0173123,0.0400712,0.0213759,0.0254163,0.0299984,0.0344466,0.0167991,0.0298343,0.0291815,0.1559634,0.2034838,0.1889328,0.0781898,0.0952489,0.1436621,0.0834552,0.0220076,0.0914131,0.1144077,0.1975538,0.1821271,0.2626595,0.1930145,0.0524187,0.0068703,0.013737,0.0174666,0.0409214,0.1062168,0.1446877,0.1480115,0.122812,0.0364904,,,,,,
NZ,"New Zealand",gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4583174,0.4107351,0.46659,0.4599779,0.3807615,0.5070734,0.5276067,0.5556204,0.6070362,0.4557124,0.2542564,0.3336622,0.4113445,0.4910726,0.4090492,0.3402332,0.5387204,0.6974748,0.7093872,0.6512494,0.5549921,0.4891893,0.3412456,0.3035868,0.3619019,0.3769447,0.3518622,0.2994814,0.5164025,0.5881064,0.5985214,0.4331399,0.3308485,0.2930709,0.2670354,0.2322832,0.3947793,0.3830637,0.5494173,0.5412057,0.5598361,0.5245952,0.5030011,0.2648804,0.2146945,0.2161788,0.071311,0.0876619,0.3427816,0.4324512,0.4824031,0.3644135,0.3026598,0.3257753,0.4327681,0.4848206,0.3398024,0.1823225,0.154999,0.2519564,0.3718585,0.446652,0.5996701,0.4299845,0.5688273,0.61165,0.6671943,0.6957399,0.3071647,0.3554066,0.1122381,0.0803692,0.3041991,0.5517311,0.6388132,0.5245859,0.5168635,0.5070778,,,,,,
NZ,"New Zealand",oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002035,0.0006121,0.0004789,2.83E-5,0.0001475,0.0005632,0.0003916,0.0006398,0.0001408,0.0004494,0.000205,0.0003054,0.0001881,4.98E-5,7.5E-6,6.1E-6,0.0003806,0.0020435,0.0017909,0.0038853,0.0005208,0.0023687,0.0005338,0.001515,0,0.0013734,0.0035524,0.0059267,0.0074403,0.0041676,0.0004027,0.0021471,0.0001732,1.47E-5,0.0002532,0.0002093,0.0018837,0.0007663,0.0003885,0,0.0004119,0.0001589,0.0003659,0.000456,0.0005328,0.0002423,0.0015925,0,0,0,0.0006847,0.0004986,0.0013158,0.0016036,0,0.0002031,0,3.59E-5,0.000135,0,0.0005449,0.0003244,0,0.0013096,0.0050251,0,0.0007706,0.0881438,0.0007188,0,0.0001123,0.0002343,0,0.0004017,0.0002075,0,0,0,,,,,,
NZ,"New Zealand",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0037869,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0032984,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0035933,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0033096,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,0.0027216,,,,,,
NZ,"New Zealand",trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
